commodityCode,countryCode,marketYear,calendarYear,month,attributeId,unitId,commodityName,attributeName,unitDescription,countryName,regionName,value
2631000,AM,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,1.0
2631000,AM,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,1.0
2631000,AM,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,1.0
2631000,AM,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,1.0
2631000,AM,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Armenia,Former Soviet Union - 12,1.0
2631000,AM,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Armenia,Former Soviet Union - 12,0.0
2631000,AM,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Armenia,Former Soviet Union - 12,0.0
2631000,AO,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Angola,Sub-Saharan Africa,0.0
2631000,AO,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Angola,Sub-Saharan Africa,3.0
2631000,AO,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Angola,Sub-Saharan Africa,5.0
2631000,AO,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Angola,Sub-Saharan Africa,5.0
2631000,AO,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Angola,Sub-Saharan Africa,0.0
2631000,AO,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Angola,Sub-Saharan Africa,0.0
2631000,AO,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Angola,Sub-Saharan Africa,10.0
2631000,AO,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Angola,Sub-Saharan Africa,0.0
2631000,AO,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Angola,Sub-Saharan Africa,5.0
2631000,AO,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Angola,Sub-Saharan Africa,0.0
2631000,AO,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Angola,Sub-Saharan Africa,5.0
2631000,AO,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Angola,Sub-Saharan Africa,5.0
2631000,AO,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Angola,Sub-Saharan Africa,10.0
2631000,AO,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Angola,Sub-Saharan Africa,100.0
2631000,AO,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Angola,Sub-Saharan Africa,12.0
2631000,AO,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Angola,Sub-Saharan Africa,363.0
2631000,AR,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Argentina,South America,0.0
2631000,AR,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Argentina,South America,525.0
2631000,AR,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Argentina,South America,2061.0
2631000,AR,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Argentina,South America,1550.0
2631000,AR,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Argentina,South America,0.0
2631000,AR,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Argentina,South America,0.0
2631000,AR,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Argentina,South America,3611.0
2631000,AR,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Argentina,South America,700.0
2631000,AR,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Argentina,South America,725.0
2631000,AR,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Argentina,South America,0.0
2631000,AR,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Argentina,South America,725.0
2631000,AR,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Argentina,South America,2186.0
2631000,AR,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Argentina,South America,3611.0
2631000,AR,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Argentina,South America,153.4
2631000,AR,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Argentina,South America,18.4
2631000,AR,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Argentina,South America,643.0
2631000,AS,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Australia,Oceania,0.0
2631000,AS,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Australia,Oceania,550.0
2631000,AS,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Australia,Oceania,4145.0
2631000,AS,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Australia,Oceania,5000.0
2631000,AS,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Australia,Oceania,0.0
2631000,AS,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Australia,Oceania,0.0
2631000,AS,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Australia,Oceania,9145.0
2631000,AS,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Australia,Oceania,5400.0
2631000,AS,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Australia,Oceania,10.0
2631000,AS,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Australia,Oceania,-175.0
2631000,AS,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Australia,Oceania,-165.0
2631000,AS,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Australia,Oceania,3910.0
2631000,AS,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Australia,Oceania,9145.0
2631000,AS,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Australia,Oceania,72.27
2631000,AS,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Australia,Oceania,8.7
2631000,AS,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Australia,Oceania,1979.0
2631000,AU,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Austria,European Union,0.0
2631000,AU,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Austria,European Union,0.0
2631000,AU,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Austria,European Union,1.0
2631000,AU,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Austria,European Union,0.0
2631000,AU,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Austria,European Union,1.0
2631000,AU,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Austria,European Union,0.0
2631000,AU,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Austria,European Union,2.0
2631000,AU,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Austria,European Union,0.0
2631000,AU,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Austria,European Union,1.0
2631000,AU,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Austria,European Union,0.0
2631000,AU,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Austria,European Union,1.0
2631000,AU,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Austria,European Union,1.0
2631000,AU,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Austria,European Union,2.0
2631000,AU,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Austria,European Union,100.0
2631000,AU,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Austria,European Union,12.0
2631000,AU,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Austria,European Union,0.0
2631000,BA,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Bahrain,Middle East,5.0
2631000,BA,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Bahrain,Middle East,30.0
2631000,BA,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Bahrain,Middle East,35.0
2631000,BA,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Bahrain,Middle East,30.0
2631000,BA,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Bahrain,Middle East,0.0
2631000,BA,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Bahrain,Middle East,30.0
2631000,BA,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Bahrain,Middle East,5.0
2631000,BA,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Bahrain,Middle East,35.0
2631000,BA,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Bahrain,Middle East,16.67
2631000,BA,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Bahrain,Middle East,2.0
2631000,BA,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Bahrain,Middle East,0.0
2631000,BE,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Belgium-Luxembourg,European Union,0.0
2631000,BE,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Belgium-Luxembourg,European Union,0.0
2631000,BE,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Belgium-Luxembourg,European Union,4.0
2631000,BE,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Belgium-Luxembourg,European Union,0.0
2631000,BE,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Belgium-Luxembourg,European Union,20.0
2631000,BE,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Belgium-Luxembourg,European Union,0.0
2631000,BE,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Belgium-Luxembourg,European Union,24.0
2631000,BE,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Belgium-Luxembourg,European Union,3.0
2631000,BE,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Belgium-Luxembourg,European Union,17.0
2631000,BE,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Belgium-Luxembourg,European Union,0.0
2631000,BE,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Belgium-Luxembourg,European Union,17.0
2631000,BE,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Belgium-Luxembourg,European Union,4.0
2631000,BE,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Belgium-Luxembourg,European Union,24.0
2631000,BE,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Belgium-Luxembourg,European Union,20.0
2631000,BE,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Belgium-Luxembourg,European Union,2.4
2631000,BE,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Belgium-Luxembourg,European Union,0.0
2631000,BG,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Bangladesh,South Asia,0.0
2631000,BG,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Bangladesh,South Asia,46.0
2631000,BG,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Bangladesh,South Asia,1586.0
2631000,BG,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Bangladesh,South Asia,155.0
2631000,BG,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Bangladesh,South Asia,7800.0
2631000,BG,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Bangladesh,South Asia,0.0
2631000,BG,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Bangladesh,South Asia,9541.0
2631000,BG,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Bangladesh,South Asia,0.0
2631000,BG,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Bangladesh,South Asia,7800.0
2631000,BG,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Bangladesh,South Asia,0.0
2631000,BG,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Bangladesh,South Asia,7800.0
2631000,BG,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Bangladesh,South Asia,1741.0
2631000,BG,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Bangladesh,South Asia,9541.0
2631000,BG,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Bangladesh,South Asia,22.32
2631000,BG,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Bangladesh,South Asia,2.7
2631000,BG,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Bangladesh,South Asia,734.0
2631000,BK,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Bosnia and Herzegovina,Other Europe,0.0
2631000,BK,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,1.0
2631000,BK,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,0.0
2631000,BK,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,5.0
2631000,BK,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,6.0
2631000,BK,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,0.0
2631000,BK,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,5.0
2631000,BK,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,0.0
2631000,BK,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,5.0
2631000,BK,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,1.0
2631000,BK,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Bosnia and Herzegovina,Other Europe,6.0
2631000,BK,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Bosnia and Herzegovina,Other Europe,20.0
2631000,BK,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Bosnia and Herzegovina,Other Europe,2.4
2631000,BK,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Bosnia and Herzegovina,Other Europe,0.0
2631000,BL,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Bolivia,South America,0.0
2631000,BL,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Bolivia,South America,4.0
2631000,BL,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Bolivia,South America,6.0
2631000,BL,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Bolivia,South America,10.0
2631000,BL,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Bolivia,South America,1.0
2631000,BL,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Bolivia,South America,0.0
2631000,BL,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Bolivia,South America,17.0
2631000,BL,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Bolivia,South America,0.0
2631000,BL,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Bolivia,South America,12.0
2631000,BL,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Bolivia,South America,0.0
2631000,BL,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Bolivia,South America,12.0
2631000,BL,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Bolivia,South America,5.0
2631000,BL,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Bolivia,South America,17.0
2631000,BL,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Bolivia,South America,41.67
2631000,BL,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Bolivia,South America,5.0
2631000,BL,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Bolivia,South America,544.0
2631000,BM,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Burma,Southeast Asia,0.0
2631000,BM,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Burma,Southeast Asia,190.0
2631000,BM,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Burma,Southeast Asia,172.0
2631000,BM,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Burma,Southeast Asia,571.0
2631000,BM,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Burma,Southeast Asia,0.0
2631000,BM,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Burma,Southeast Asia,0.0
2631000,BM,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Burma,Southeast Asia,743.0
2631000,BM,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Burma,Southeast Asia,50.0
2631000,BM,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Burma,Southeast Asia,525.0
2631000,BM,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Burma,Southeast Asia,0.0
2631000,BM,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Burma,Southeast Asia,525.0
2631000,BM,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Burma,Southeast Asia,168.0
2631000,BM,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Burma,Southeast Asia,743.0
2631000,BM,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Burma,Southeast Asia,29.22
2631000,BM,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Burma,Southeast Asia,3.5
2631000,BM,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Burma,Southeast Asia,654.0
2631000,BO,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,3.0
2631000,BO,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,15.0
2631000,BO,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,18.0
2631000,BO,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,15.0
2631000,BO,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,0.0
2631000,BO,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,15.0
2631000,BO,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,3.0
2631000,BO,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Belarus,Former Soviet Union - 12,18.0
2631000,BO,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Belarus,Former Soviet Union - 12,20.0
2631000,BO,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Belarus,Former Soviet Union - 12,2.4
2631000,BO,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Belarus,Former Soviet Union - 12,0.0
2631000,BR,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Brazil,South America,0.0
2631000,BR,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Brazil,South America,1940.0
2631000,BR,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Brazil,South America,3174.0
2631000,BR,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Brazil,South America,16700.0
2631000,BR,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Brazil,South America,10.0
2631000,BR,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Brazil,South America,0.0
2631000,BR,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Brazil,South America,19884.0
2631000,BR,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Brazil,South America,12500.0
2631000,BR,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Brazil,South America,3300.0
2631000,BR,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Brazil,South America,0.0
2631000,BR,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Brazil,South America,3300.0
2631000,BR,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Brazil,South America,4084.0
2631000,BR,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Brazil,South America,19884.0
2631000,BR,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Brazil,South America,25.85
2631000,BR,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Brazil,South America,3.1
2631000,BR,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Brazil,South America,1874.0
2631000,BU,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Bulgaria,European Union,0.0
2631000,BU,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Bulgaria,European Union,2.0
2631000,BU,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Bulgaria,European Union,5.0
2631000,BU,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Bulgaria,European Union,10.0
2631000,BU,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Bulgaria,European Union,10.0
2631000,BU,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Bulgaria,European Union,0.0
2631000,BU,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Bulgaria,European Union,25.0
2631000,BU,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Bulgaria,European Union,0.0
2631000,BU,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Bulgaria,European Union,20.0
2631000,BU,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Bulgaria,European Union,0.0
2631000,BU,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Bulgaria,European Union,20.0
2631000,BU,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Bulgaria,European Union,5.0
2631000,BU,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Bulgaria,European Union,25.0
2631000,BU,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Bulgaria,European Union,25.0
2631000,BU,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Bulgaria,European Union,3.0
2631000,BU,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Bulgaria,European Union,1089.0
2631000,CA,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Canada,North America,0.0
2631000,CA,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Canada,North America,0.0
2631000,CA,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Canada,North America,1.0
2631000,CA,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Canada,North America,1.0
2631000,CA,2024,2024,08,88,27,Cotton,Exports,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,142,27,Cotton,Domestic Use,1000 480 lb. Bales,Canada,North America,1.0
2631000,CA,2024,2024,08,150,27,Cotton,Loss,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,125,27,Cotton,Domestic Consumption,1000 480 lb. Bales,Canada,North America,1.0
2631000,CA,2024,2024,08,176,27,Cotton,Ending Stocks,1000 480 lb. Bales,Canada,North America,0.0
2631000,CA,2024,2024,08,178,27,Cotton,Total Distribution,1000 480 lb. Bales,Canada,North America,1.0
2631000,CA,2024,2024,08,195,23,Cotton,Stocks-to-Use,(PERCENT),Canada,North America,0.0
2631000,CA,2024,2024,08,223,42,Cotton,Stocks to Use (Months),(MONTHS),Canada,North America,0.0
2631000,CA,2024,2024,08,184,29,Cotton,Yield,(KG/HA),Canada,North America,0.0
2631000,CB,2024,2024,08,1,4,Cotton,Area Planted,(1000 HA),Cambodia,Southeast Asia,0.0
2631000,CB,2024,2024,08,4,4,Cotton,Area Harvested,(1000 HA),Cambodia,Southeast Asia,0.0
2631000,CB,2024,2024,08,20,27,Cotton,Beginning Stocks,1000 480 lb. Bales,Cambodia,Southeast Asia,1.0
2631000,CB,2024,2024,08,28,27,Cotton,Production,1000 480 lb. Bales,Cambodia,Southeast Asia,0.0
2631000,CB,2024,2024,08,57,27,Cotton,Imports,1000 480 lb. Bales,Cambodia,Southeast Asia,1.0
2631000,CB,2024,2024,08,63,27,Cotton,MY Imp. from U.S.,1000 480 lb. Bales,Cambodia,Southeast Asia,0.0
2631000,CB,2024,2024,08,86,27,Cotton,Total Supply,1000 480 lb. Bales,Cambodia,Southeast Asia,2.0
